Type,Id,Summary,Company,Product,First Approved (year),Week,Subsequent Approvals,Latency,Rejections (before first approval),Approved 1st time,Quarter,Rework Week,Rework Quarter,Rework Year,Adj Week,Adj Quarter,Adj Year
New,CENPRO-7406,"Prod2 New - Avolin: Pivotal: Avolin CX Analytics  - 7406",Avolin,Avolin,2020,26,0,213,0,Y,2,,,,26,2,2020
Technical Teardown,CENPRO-7445,"Prod2 Clone - Optiva: Unified Payments: VoMS clone - 7445",Optiva,Optiva,2019,50,0,16,0,Y,4,,,,50,4,2019
Change,CENPRO-7466,"Prod2 Change - Sococo: Sococo: Rich Presence Implementation - 7466",Crossover,Sococo,2020,1,1,34,0,Y,1,18,2,2020,18,2,2020
Technical Teardown,CENPRO-7508,"Prod2 Clone - DevFactory: CloudIntegration: Mulesoft Clone - 7508",DevFactory,DevFactory,2020,5,0,60,0,Y,1,,,,5,1,2020
Technical Teardown,CENPRO-7611,"Prod2 Technical Teardown - DevFactory: Cost Optimization Product: SaasOps Cost Optimization Clone - 7611",DevFactory,DevFactory,2020,30,0,228,0,Y,3,,,,30,3,2020
Rebuild,CENPRO-7669,"Prod2 Rebuild - Agemni: Agemni SatTrack: Rebuild Agemni ST - 7669",Avolin,Agemni,2020,14,0,111,0,Y,2,,,,14,2,2020
Change,CENPRO-7708,"Prod2 Change - Sococo: Sococo: Integrate Zoom with Sococo - 7708",Crossover,Sococo,2020,9,1,74,0,Y,1,31,3,2020,31,3,2020
New,CENPRO-7771,"Prod2 New - DevFactory: Cost Optimization Product: MVP for AWS RI Marketplace - 7771",DevFactory,DevFactory,2020,9,0,72,0,Y,1,,,,9,1,2020
New,CENPRO-7772,"Prod2 New - DevFactory: Cost Optimization Product: MVP for AWS CRI Optimizer - 7772",DevFactory,DevFactory,2020,24,0,177,0,Y,2,,,,24,2,2020
Technical Teardown,CENPRO-7784,"Prod2 Clone - Optiva: OCE: Existing Subscriber Data Model - 7784",Optiva,Optiva,2020,5,0,42,0,Y,1,,,,5,1,2020
Technical Teardown,CENPRO-7786,"Prod2 Technical Teardown - Optiva: OCE: Product Data Model - 7786",Optiva,Optiva,2020,11,0,85,0,Y,1,,,,11,1,2020
Technical Teardown,CENPRO-7796,"Prod2 Clone - CNU: Other: DevHub Clone Spec - 7796",DevFactory,CNU,2020,5,0,42,0,Y,1,,,,5,1,2020
Technical Teardown,CENPRO-7846,"Prod2 Technical Teardown - DevFactory: Smartleads: Auto lead scoring - 7846",DevFactory,DevFactory,2020,18,0,129,0,Y,2,,,,18,2,2020
Change,CENPRO-7935,"Prod2 Change - Jive: Jive Analytics: Rewrite Jive Analytics - 7935",Aurea Jive,Jive,2020,34,1,231,0,Y,3,8,1,2021,8,1,2021
Technical Teardown,CENPRO-7949,"Prod2 Clone - Optiva: Orga Gold: Optiva CCB Real-Time Environment (RTE) - 7949",Optiva,Optiva,2020,7,0,41,0,Y,1,,,,7,1,2020
Technical Teardown,CENPRO-7950,"Prod2 Technical Teardown - Optiva: Orga Gold: Optiva CCB Business Administration System - 7950",Optiva,Optiva,2020,11,0,70,0,Y,1,,,,11,1,2020
Technical Teardown,CENPRO-8017,"Prod2 Technical Teardown - Optiva: OCE: OCE Event Data - 8017",Optiva,Optiva,2020,10,0,59,0,Y,1,,,,10,1,2020
Technical Teardown,CENPRO-8028,"Prod2 Technical Teardown - Optiva: ORMS (TCB): Technical Teardown spec for Billing (BSS/AppCRM) - 8028",Optiva,Optiva,2020,9,0,51,0,Y,1,,,,9,1,2020
Technical Teardown,CENPRO-8029,"Prod2 Technical Teardown - Optiva: ORMS (TCB): Rating and Charging (CPS/URCS) - 8029",Optiva,Optiva,2020,10,0,58,0,Y,1,,,,10,1,2020
Technical Teardown,CENPRO-8030,"Prod2 Technical Teardown - Optiva: ORMS (TCB): Connectivity (Call Control/D7/ServiceUlc/SCL-*/USSD GW) - 8030",Optiva,Optiva,2020,21,0,135,0,Y,2,,,,21,2,2020
Technical Teardown,CENPRO-8033,"Prod2 Technical Teardown - Optiva: ORMS (TCB): Customer Management (DCRM/MVIU/Voucher/PSC/OCG/etc) - 8033",Optiva,Optiva,2020,8,0,44,0,Y,1,,,,8,1,2020
Technical Teardown,CENPRO-8035,"Prod2 Clone - Optiva: Orga: Network interface, call control, and Policy/session control - 8035",Optiva,Optiva,2020,6,0,30,0,Y,1,,,,6,1,2020
Change,CENPRO-8038,"Prod2 Change - Optiva: OCE: Theme 2 / Step 1 - Remove ESB - 8038",Optiva,Optiva,2020,6,0,30,0,Y,1,,,,6,1,2020
Technical Teardown,CENPRO-8039,"Prod2 Technical Teardown - Optiva: OCE: Theme 4 / Step 1 - Evaluate Existing Customizations - 8039",Optiva,Optiva,2020,8,0,44,0,Y,1,,,,8,1,2020
Change,CENPRO-8052,"Prod2 Change - Optiva: Unified Payments: eFill Swap: AWCC specific changes - 8052",Optiva,Optiva,2020,6,0,30,0,Y,1,,,,6,1,2020
Technical Teardown,CENPRO-8099,"Prod2 Technical Teardown - Optiva: OCE: OCE - 8099",Optiva,Optiva,2020,11,0,63,0,Y,1,,,,11,1,2020
Change,CENPRO-8112,"Prod2 Change - DevFactory: CodeServer: CodeServer Simplification - 8112",DevFactory,DevFactory,2020,13,0,75,0,Y,1,,,,13,1,2020
Technical Teardown,CENPRO-8113,"Prod2 Technical Teardown - DevFactory: Other: Technical Teardown spec for GitPrime - 8113",DevFactory,DevFactory,2020,32,0,208,0,Y,3,,,,32,3,2020
Technical Teardown,CENPRO-8128,"Prod2 Technical Teardown - Optiva: Orga: Orga: Customer Codebase Differences - 8128",Optiva,Optiva,2020,8,0,39,0,Y,1,,,,8,1,2020
Cost Reduction,CENPRO-8165,"Prod2 Cost Reduction - Kayako: Kayako TNK: TNK Infrastructure Cost Reduction - 8165",Think3,Kayako,2020,37,0,241,0,Y,3,,,,37,3,2020
Technical Teardown,CENPRO-8218,"Prod2 Technical Teardown - DevFactory: Other: ShiftLeft’s code property graph - 8218",DevFactory,DevFactory,2020,29,0,181,0,Y,3,,,,29,3,2020
Technical Teardown,CENPRO-8241,"Prod2 Technical Teardown - Other: Other: CodeGuru Reviewer - 8241",DevFactory,Other,2020,19,0,111,0,Y,2,,,,19,2,2020
Technical Teardown,CENPRO-8257,"Prod2 Technical Teardown - CNU: CodeGraph: Data Structure of CodeGraph (nodes, edges) for Java - 8257",DevFactory,CNU,2020,26,0,159,0,Y,2,,,,26,2,2020
Technical Teardown,CENPRO-8269,"Prod2 Clone - Optiva: Orga Gold: TIM ITALY - Clone Spec with possible upgrade options  - 8269",Optiva,Optiva,2020,5,0,12,0,Y,1,,,,5,1,2020
Cost Reduction,CENPRO-8318,"Prod2 Cost Reduction - Kayako: Kayako Classic: Infrastructure Cost Reduction - 8318",Think3,Kayako,2020,37,0,234,0,Y,3,,,,37,3,2020
Cost Reduction,CENPRO-8319,"Prod2 Cost Reduction - Business Apps: BiznessApps: Infrastructure Cost Reduction - 8319",Think3,Business Apps,2020,26,1,156,0,Y,2,45,4,2020,45,4,2020
Cost Reduction,CENPRO-8321,"Prod2 Cost Reduction - MyAlerts: MyAlerts: Infrastructure Cost Reduction - 8321",DevFactory,MyAlerts,2020,45,0,291,0,Y,4,,,,45,4,2020
Cost Optimization,CENPRO-8323,"Prod2 Cost Optimization - ResponseTek: ResponseTek: Infrastructure Cost Reduction - 8323",ZephyrTel,ResponseTek,2020,30,0,184,0,Y,3,,,,30,3,2020
New,CENPRO-8328,"Prod2 New - Crossover: Tignal: Tignal : Badge Backpack for Tignal Profiles - 8328",Crossover,Crossover,2020,14,0,72,0,Y,2,,,,14,2,2020
New,CENPRO-8329,"Prod2 New - Crossover: Tignal:  Tignal : Candidate Profiles - 8329",Crossover,Crossover,2020,18,0,102,0,Y,2,,,,18,2,2020
New,CENPRO-8330,"Prod2 New - Crossover: Tignal: Tignal : Demand Side Job Creation - 8330",Crossover,Crossover,2020,37,0,236,0,Y,3,,,,37,3,2020
New,CENPRO-8331,"Prod2 New - Crossover: Tignal: Tignal : Token Economy and Payments - 8331",Crossover,Crossover,2020,25,0,152,0,Y,2,,,,25,2,2020
Cost Optimization,CENPRO-8340,"Prod2 Cost Optimization - ALSS: ALSS: ALSS P2 Cost Reduction Spec - 8340",Aurea Enterprise,ALSS,2020,26,0,160,0,Y,2,,,,26,2,2020
Technical Teardown,CENPRO-8375,"Prod2 Technical Teardown - Optiva: OCE: Real-time Upsell Manager (RTUM) Technical Teardown - 8375",Optiva,Optiva,2020,9,0,35,0,Y,1,,,,9,1,2020
Roadmap,CENPRO-8644,"Prod2 Roadmap - DF 3rd Party: Cloud Charging and Billing: Cloud Charging and Billing Roadmap - 8644",DevFactory,DF 3rd Party,2020,7,0,10,0,Y,1,,,,7,1,2020
Technical Teardown,CENPRO-8649,"Prod2 Technical Teardown - DevFactory: Other: Mixpanel Technical Teardown - 8649",DevFactory,DevFactory,2020,14,0,60,0,Y,2,,,,14,2,2020
Cost Optimization,CENPRO-8657,"Prod2 Cost Optimization - Knowledge Marketing: Knowledge Marketing: Infrastructure Cost Reduction - 8657",Ignite,Knowledge Marketing,2020,28,0,157,0,Y,3,,,,28,3,2020
New,CENPRO-8698,"Prod2 New - DF 3rd Party: Cloud Charging and Billing: Charging Data Model - 8698",DevFactory,DF 3rd Party,2020,9,0,19,0,Y,1,,,,9,1,2020
Technical Teardown,CENPRO-8727,"Prod2 Technical Teardown - DevFactory: Other: YotaScale Technical Teardown - 8727",DevFactory,DevFactory,2020,16,0,66,0,Y,2,,,,16,2,2020
Technical Teardown,CENPRO-8814,"Prod2 Technical Teardown - Optiva: Orga Gold: Product Catalog - 8814",Optiva,Optiva,2020,11,0,29,0,Y,1,,,,11,1,2020
Technical Teardown,CENPRO-8827,"Prod2 Technical Teardown - CNU: VDR: VDR Technical Teardown - 8827",DevFactory,CNU,2020,14,0,48,0,Y,2,,,,14,2,2020
Technical Teardown,CENPRO-8838,"Prod2 Technical Teardown - Optiva: ORMS (TCB): Payment Management (vouchers, payments, fund transfer/reselling) - 8838",Optiva,Optiva,2020,15,0,55,0,Y,2,,,,15,2,2020
New,CENPRO-8843,"Prod2 New - DF 3rd Party: Cloud Charging and Billing: Charging Engine - 8843",DevFactory,DF 3rd Party,2020,10,1,19,0,Y,1,4,1,2021,4,1,2021
Technical Teardown,CENPRO-8976,"Prod2 Technical Teardown - CNU: Other: Churn Prediction and Customer Segmentation for Optiva - 8976",DevFactory,CNU,2020,25,0,119,0,Y,2,,,,25,2,2020
Company Technical Teardown,CENPRO-8990,"Prod2 Company Technical Teardown - Other: Other: Company Technical Teardown for Listen.com - 8990",Other,Other,2020,9,0,6,0,Y,1,,,,9,1,2020
Change,CENPRO-9122,"Prod2 Change - DevFactory: CodeFix: Upgrade issue finder from Java BRP to CAP - 9122",DevFactory,DevFactory,2020,12,1,19,0,Y,1,27,3,2020,27,3,2020
Change,CENPRO-9130,"Prod2 Change - DevFactory: CS CodeRamp: Coderamp needs to be a library and not a service - 9130",DevFactory,DevFactory,2020,15,0,40,0,Y,2,,,,15,2,2020
Technical Teardown,CENPRO-9132,"Prod2 Technical Teardown - CNU: Other: Education (EdWiki) - 9132",DevFactory,CNU,2020,26,0,116,0,Y,2,,,,26,2,2020
Roadmap,CENPRO-9167,"Prod2 Roadmap - Optiva: OCE: Roadmap Update for Public Cloud and Private Cloud  - 9167",Optiva,Optiva,2020,11,0,11,0,Y,1,,,,11,1,2020
Technical Teardown,CENPRO-9196,"Prod2 Technical Teardown - DevFactory: Upland: Localytics technical teardown - 9196",DevFactory,DevFactory,2020,14,0,27,0,Y,2,,,,14,2,2020
Company Technical Teardown,CENPRO-9243,"Prod2 Company Technical Teardown - BroadVision: QuickSilver: Company Technical Teardown for BroadVision - 9243",Aurea Enterprise,BroadVision,2020,14,0,24,0,Y,2,,,,14,2,2020
Change,CENPRO-9288,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: Diameter Converter - 9288",DevFactory,DF 3rd Party,2020,13,0,16,0,Y,1,,,,13,1,2020
Technical Teardown,CENPRO-9338,"Prod2 Technical Teardown - DevFactory: Upland: Upland RO product - 9338",DevFactory,DevFactory,2020,20,0,60,0,Y,2,,,,20,2,2020
Technical Teardown,CENPRO-9339,"Prod2 Technical Teardown - DevFactory: Upland: Upland PowerSteering product - 9339",DevFactory,DevFactory,2020,19,0,53,0,Y,2,,,,19,2,2020
Technical Teardown,CENPRO-9340,"Prod2 Technical Teardown - DevFactory: Upland: Upland Tenrox product - 9340",DevFactory,DevFactory,2020,29,0,123,0,Y,3,,,,29,3,2020
New,CENPRO-9369,"Prod2 Change - Crossover: XO.HireManage: Replicating FinAnalytics in XO.HireManage - 9369",Crossover,Crossover,2020,35,0,164,0,Y,3,,,,35,3,2020
Change,CENPRO-9387,"Prod2 Change - Sococo: Sococo: Sococo UI Customization Framework - 9387",Crossover,Sococo,2020,16,0,31,0,Y,2,,,,16,2,2020
Change,CENPRO-9402,"Prod2 Change - SLI Systems: SLI Systems: Integrate SLI with e-commerce platforms ShopifyPlus, BigCommerce and Magento - 9402",Avolin,SLI Systems,2020,32,0,142,0,Y,3,,,,32,3,2020
Rebuild,CENPRO-9406,"Prod2 Rebuild - Crossover: XO.Clients: XO Client 5k Rewrite Specs - 9406",Crossover,Crossover,2020,42,0,210,0,Y,4,,,,42,4,2020
Technical Teardown,CENPRO-9410,"Prod2 Technical Teardown - DevFactory: CloudERP: NetSuite Data Model focusing on Accounting, Customers, Banking and General Ledger - 9410",DevFactory,DevFactory,2020,19,0,51,0,Y,2,,,,19,2,2020
Change,CENPRO-9429,"Prod2 Change - Kayako: Kayako TNK: redo interface in ZenDesk style - 9429",Think3,Kayako,2020,32,0,139,0,Y,3,,,,32,3,2020
Change,CENPRO-9430,"Prod2 Change - Kayako: Kayako TNK: add QuickSight reporting functionality - 9430",Think3,Kayako,2020,27,0,104,0,Y,3,,,,27,3,2020
New,CENPRO-9454,"Prod2 New - DevFactory: Cost Optimization Product: Cost Optimization Product MVP - 9454",DevFactory,DevFactory,2020,23,0,75,0,Y,2,,,,23,2,2020
Rebuild,CENPRO-9514,"Prod2 Rebuild - DevFactory: QuantumRetail: Simplification Spec for QuantumRetail  - 9514",DevFactory,DevFactory,2020,29,0,111,0,Y,3,,,,29,3,2020
Technical Teardown,CENPRO-9518,"Prod2 Technical Teardown - DevFactory: CodeServer: Technical Teardown for CodeServer  - 9518",DevFactory,DevFactory,2020,32,0,133,0,Y,3,,,,32,3,2020
Technical Teardown,CENPRO-9575,"Prod2 Technical Teardown - Other: Other: VueTag Tech Teardown - 9575",DevFactory,Other,2020,15,0,12,0,Y,2,,,,15,2,2020
Technical Teardown,CENPRO-9576,"Prod2 Technical Teardown - Other: Other: VueCommerce Tech Teardown - 9576",DevFactory,Other,2020,17,0,26,0,Y,2,,,,17,2,2020
Technical Teardown,CENPRO-9578,"Prod2 Technical Teardown - Other: Other: VueMail Tech Teardown - 9578",DevFactory,Other,2020,22,0,60,0,Y,2,,,,22,2,2020
Technical Teardown,CENPRO-9579,"Prod2 Technical Teardown - Other: Other: VueStudio Tech Teardown - 9579",DevFactory,Other,2020,15,0,12,0,Y,2,,,,15,2,2020
Change,CENPRO-9607,"Prod2 Change - Kerio: Connect: Kerio Connect: Enhanced Security - 9607",Aurea SMB,Kerio,2020,24,0,73,0,Y,2,,,,24,2,2020
Technical Teardown,CENPRO-9608,"Prod2 Technical Teardown - BroadVision: QuickSilver: BroadVision - 9608",Aurea Enterprise,BroadVision,2020,15,0,11,0,Y,2,,,,15,2,2020
Technical Teardown,CENPRO-9609,"Prod2 Technical Teardown - Other: QuickSilver: QuickSilver - 9609",Other,Other,2020,19,0,38,0,Y,2,,,,19,2,2020
Rebuild,CENPRO-9648,"Prod2 Rebuild - CNU: VDR: IVP focused on Google Studio - 9648",DevFactory,CNU,2020,18,0,29,0,Y,2,,,,18,2,2020
Rebuild,CENPRO-9677,"Prod2 Rebuild - Devfactory: M1.AlertFind: 5k Rewrite Spec for AlertFind - 9677",DevFactory,DevFactory,2020,31,0,117,0,Y,3,,,,31,3,2020
Rebuild,CENPRO-9678,"Prod2 Rebuild - DevFactory: LyrisLM: 5k Rewrite Spec for List Manager - 9678",DevFactory,DevFactory,2020,25,0,75,0,Y,2,,,,25,2,2020
Rebuild,CENPRO-9681,"Prod2 Rebuild - OneSpot: OneSpot: 5k Rewrite Spec for OneSpot - 9681",Aclate,OneSpot,2020,29,0,103,0,Y,3,,,,29,3,2020
Roadmap,CENPRO-9736,"Prod2 Roadmap - DF 3rd Party: Cloud Charging and Billing: Configuration - 9736",DevFactory,DF 3rd Party,2020,15,0,4,0,Y,2,,,,15,2,2020
Cost Optimization,CENPRO-9749,"Prod2 Cost Optimization - StreetSmart: StreetSmart: StreetSmart Infrastructure Cost Reduction - 9749",Avolin,StreetSmart,2020,31,0,115,0,Y,3,,,,31,3,2020
Change,CENPRO-9750,"Prod2 Change - FirstRain: FirstRain: Xignite Replacement - 9750",Ignite,FirstRain,2020,20,0,38,0,Y,2,,,,20,2,2020
Rebuild,CENPRO-9751,"Prod2 Rebuild - FirstRain: FirstRain: FirstRain Rebuild - 9751",Aurea Enterprise,FirstRain,2020,24,1,66,0,Y,2,,,,24,2,2020
Rebuild,CENPRO-9752,"Prod2 Rebuild - Olive Software: Olive: Olive Rebuild - 9752",Ignite,Olive Software,2020,34,0,136,0,Y,3,,,,34,3,2020
Rebuild,CENPRO-9829,"Prod2 Rebuild - DevFactory: SLI Systems: SLI VisualTag Rewrite - 9829",DevFactory,DevFactory,2020,21,0,41,0,Y,2,,,,21,2,2020
Change,CENPRO-9865,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: Offer and Configuration Manager MVP - 9865",DevFactory,DF 3rd Party,2020,24,0,61,0,Y,2,,,,24,2,2020
Change,CENPRO-9902,"Prod2 Change - Sococo: Sococo: Referral Marketing - 9902",Crossover,Sococo,2020,18,0,19,0,Y,2,,,,18,2,2020
Change,CENPRO-9904,"Prod2 Change - Sococo: Sococo: Avatars and IAP - 9904",Crossover,Sococo,2020,16,1,4,0,Y,2,41,4,2020,41,4,2020
Change,CENPRO-9910,"Prod2 Change - StreetSmart: StreetSmart: Migrate from NetApp ONTAP storage to S3 - 9910",Avolin,StreetSmart,2020,20,0,32,0,Y,2,,,,20,2,2020
Cost Optimization,CENPRO-9917,"Prod2 Cost Optimization - Sococo: Sococo: Sococo Infrastructure Cost Reduction - 9917",Crossover,Sococo,2020,25,0,69,0,Y,2,,,,25,2,2020
Company Technical Teardown,CENPRO-9931,"Prod2 Company Technical Teardown - Other: Other: Highwire Company Tech Teardown - 9931",Other,Other,2020,17,0,11,0,Y,2,,,,17,2,2020
Technical Teardown,CENPRO-9932,"Prod2 Technical Teardown - Other: Other: Tech Teardown of Highwire Scolaris- 9932",Other,Other,2020,17,0,11,0,Y,2,,,,17,2,2020
Cost Optimization,CENPRO-9944,"Prod2 Cost Optimization - Beckon: Beckon: Beckon Cost Reduction - 9944",Aclate,Beckon,2020,30,0,101,0,Y,3,,,,30,3,2020
Roadmap,CENPRO-9960,"Prod2 Roadmap - NewNet: InvigorateX: Roadmap for InvigorateX - 9960",ZephyrTel,NewNet,2020,33,0,121,0,Y,3,,,,33,3,2020
Rebuild,CENPRO-9962,"Prod2 Rebuild - VoltDelta: VD - NA: VDNA Rebuild - 9962",ZephyrTel,VoltDelta,2020,23,0,52,0,Y,2,,,,23,2,2020
Technical Teardown,CENPRO-9963,"Prod2 Technical Teardown - Mobilogy: Mobilogy.WebAdmin: Tech Teardown of WebAdminPortal - 9963",ZephyrTel,Mobilogy,2020,34,0,129,0,Y,3,,,,34,3,2020
Technical Teardown,CENPRO-9964,"Prod2 Technical Teardown - Mobilogy: Mobilogy.InStore: Tech Teardown of InStore - 9964",ZephyrTel,Mobilogy,2020,34,0,129,0,Y,3,,,,34,3,2020
Technical Teardown,CENPRO-9965,"Prod2 Technical Teardown - Mobilogy: Mobilogy.Online: Tech Teardown of Online - 9965",ZephyrTel,Mobilogy,2020,34,0,129,0,Y,3,,,,34,3,2020
Rebuild,CENPRO-9973,"Prod2 Rebuild - NewNet: InvigorateX: InvigorateX Rebuild - Simplification focused on Lift & Shift - 9973",ZephyrTel,NewNet,2020,18,0,17,0,Y,2,,,,18,2,2020
Rebuild,CENPRO-9974,"Prod2 Rebuild - NewNet: Lithium: Simplification spec to simplify the product in place - 9974",ZephyrTel,NewNet,2020,26,0,72,0,Y,2,,,,26,2,2020
Cost Optimization,CENPRO-10029,"Prod2 Cost Optimization - OneSCM: OneSCM Enterprise: Reduce SaaS Environment Costs for OneSCM - 10029",Aclate,OneSCM,2020,27,0,76,0,Y,3,,,,27,3,2020
Rebuild,CENPRO-10039,"Prod2 Rebuild - NewNet: Lithium: Lithium on AWS - Revolutionary Approach - 10039",ZephyrTel,NewNet,2020,34,0,124,0,Y,3,,,,34,3,2020
Company Technical Teardown,CENPRO-10107,"Prod2 Company Technical Teardown - ZephyrTel: Other: All Products - 10107",ZephyrTel,ZephyrTel,2020,34,0,122,0,Y,3,,,,34,3,2020
New,CENPRO-10152,"Prod2 New - DF 3rd Party: Cloud Charging and Billing: Model for Offer and Configuration Manager MVP - 10152",DevFactory,DF 3rd Party,2020,23,0,43,0,Y,2,,,,23,2,2020
Technical Teardown,CENPRO-10186,"Prod2 Technical Teardown - Engine Yard: EngineYard: Johnny Cash billing and rating system in EngineYard - 10186",DevFactory,EngineYard,2020,40,0,161,0,Y,4,,,,40,4,2020
Rebuild,CENPRO-10196,"Prod2 Rebuild - SLI Systems: SLI Systems: Simplify SLI Solution to reduce component usage - 10196",Avolin,SLI Systems,2020,33,0,110,0,Y,3,,,,33,3,2020
Rebuild,CENPRO-10197,"Prod2 Rebuild - SLI Systems: SLI Systems: P2 Rebuild to 2 Region Architecture from 3 - 10197",Avolin,SLI Systems,2020,23,0,40,0,Y,2,,,,23,2,2020
Rebuild,CENPRO-10204,"Prod2 Rebuild - Other: Other: Real-time recommendations and analytics functions - 10204",DevFactory,Other,2020,24,0,48,0,Y,2,,,,24,2,2020
Change,CENPRO-10219,"Prod2 Change - Jive: Cloud Core: Rewrite Content Management - 10219",Aurea Jive,Jive,2020,28,2,75,0,Y,3,21,2,2021,21,2,2021
Change,CENPRO-10235,"Prod2 Change - Sococo: Sococo: Google Meet Adapter - 10235",Crossover,Sococo,2020,19,0,11,0,Y,2,,,,19,2,2020
Technical Teardown,CENPRO-10253,"Prod2 Technical Teardown - NewNet: Lithium: Protocol Stack Customer Customizations - 10253",ZephyrTel,NewNet,2020,25,0,52,0,Y,2,,,,25,2,2020
Technical Teardown,CENPRO-10268,"Prod2 Technical Teardown - Crossover: Fin Analytics: Fin Analytics - 10268",Crossover,Crossover,2020,24,0,47,0,Y,2,,,,24,2,2020
Rebuild,CENPRO-10269,"Prod2 Rebuild - Crossover: Fin Analytics: Fin Analytics - 10269",Crossover,Crossover,2020,35,0,121,0,Y,3,,,,35,3,2020
Technical Teardown,CENPRO-10290,"Prod2 Technical Teardown - CNU: Other: ML Factory - 10290",DevFactory,CNU,2020,24,0,43,0,Y,2,,,,24,2,2020
Rebuild,CENPRO-10319,"Prod2 Rebuild - Central Core: VDR: Self-service VDR - 10319",DevFactory,Central Core,2021,6,1,286,0,Y,1,22,2,2021,22,2,2021
Playbook,CENPRO-10326,"Prod2 Playbook - DevFactory: Central Process: Integration framework - 10326",DevFactory,DevFactory,2020,29,1,75,0,Y,3,,,,29,3,2020
Change,CENPRO-10340,"Prod2 Change - Beckon: Beckon: Replace Analytics Server - 10340",Aclate,Beckon,2020,37,0,130,0,Y,3,,,,37,3,2020
Change,CENPRO-10385,"Prod2 Change - Jive: Core Display Microservices: Rewrite Jive UI - 10385",Aurea Jive,Jive,2020,35,0,114,0,Y,3,,,,35,3,2020
Rebuild,CENPRO-10404,"Prod2 Rebuild - BroadVision: QuickSilver: Rebuild QuickSilver - 10404",Aurea Enterprise,BroadVision,2020,31,0,83,0,Y,3,,,,31,3,2020
Playbook,CENPRO-10451,"Prod2 Playbook - DevFactory: Central Process: Web UI Technology - 10451",DevFactory,DevFactory,2020,23,0,26,0,Y,2,,,,23,2,2020
Rebuild,CENPRO-10511,"Prod2 Rebuild - ResponseTek: ResponseTek: Rebuild Responsetek - 10511",ZephyrTel,ResponseTek,2020,35,1,104,0,Y,3,,,,35,3,2020
Change,CENPRO-10532,"Prod2 Change - Crossover: Tignal: Badge Issuance - 10532",Crossover,Crossover,2020,24,0,29,0,Y,2,,,,24,2,2020
Change,CENPRO-10549,"Prod2 Change - Mobilogy: Mobilogy.InStore: Enhancement to Mobilogy Instore  - 10549",ZephyrTel,Mobilogy,2020,36,0,109,0,Y,3,,,,36,3,2020
Company Technical Teardown,CENPRO-10700,"Prod2 Company Technical Teardown - Other: Other: Company TT for Quisk - 10700",Other,Other,2020,23,0,11,0,Y,2,,,,23,2,2020
Playbook,CENPRO-10749,"Prod2 Playbook - DevFactory: Central Process: Dynamic Emails - 10749",DevFactory,DevFactory,2020,32,0,70,0,Y,3,,,,32,3,2020
Technical Teardown,CENPRO-10750,"Prod2 Technical Teardown - DevFactory: Upland: Upland Mobile Messaging product - 10750",DevFactory,DevFactory,2020,33,0,77,0,Y,3,,,,33,3,2020
Technical Teardown,CENPRO-10751,"Prod2 Technical Teardown - DevFactory: Upland: Upland InGenius product - 10751",DevFactory,DevFactory,2020,32,0,69,0,Y,3,,,,32,3,2020
Company Technical Teardown,CENPRO-10799,"Prod2 Company Technical Teardown - Imports: Prysm: Prysm (software only) - 10799",Imports,Imports,2020,24,0,11,0,Y,2,,,,24,2,2020
Technical Teardown,CENPRO-10810,"Prod2 Technical Teardown - NewNet: Other: Tech teardown Spec of SMSF prototype developed in BU for Softbank - 10810",ZephyrTel,NewNet,2020,25,0,18,0,Y,2,,,,25,2,2020
Company Technical Teardown,CENPRO-10942,"Prod2 Company Technical Teardown - Other: Other: Company Tech Teardown of Intermap - 10942",Other,Other,2020,26,0,16,0,Y,2,,,,26,2,2020
New,CENPRO-10970,"Prod2 New - AEM: LyrisHQ: Write UI for Amazon Pinpoint - 10970",Aurea Enterprise,AEM,2021,15,0,308,0,Y,2,,,,15,2,2021
Technical Teardown,CENPRO-10972,"Prod2 Technical Teardown - Imports: Prysm: Prysm: PAS PHC (Prod) - 10972",Imports,Imports,2020,26,0,13,0,Y,2,,,,26,2,2020
Technical Teardown,CENPRO-10973,"Prod2 Technical Teardown - Imports: Prysm: Prysm: PAS PHC (Prod vs K8s microservices in development) - 10973",Imports,Imports,2020,27,0,20,0,Y,3,,,,27,3,2020
Technical Teardown,CENPRO-11025,"Prod2 Technical Teardown - CNU: Other: ML Factory - 11025",DevFactory,CNU,2020,47,0,159,0,Y,4,,,,47,4,2020
